id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the farm land until it was open and accesible?,What is the type of the road available to the farm land?,How much distance should one travel from the farm land to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What is the type of structure of the farm land?,What is the type of security available for the farm land?,How many are employed in the farm land?,Where do you get water for operational purposes for the farm land?,What are the other source of water you depend upon?,How do you deal with the agricultural waste generated from the farm land?,What are the other mechanism used to discard the waste from the farm land?,Are the premises of farm land cleaned with disinfectant regularly?,How frequently are the premises at the farm land cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the farm land?,How many hours per day are you facing power cuts in the farm land?,What is the alternative energy source available for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How do you maintain records for operations of the farm land?,What are the other record mechanisms?,What are the areas the farm land gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the farm land?,What is the name of the organization?,Are you using digital technologies that can be used in the farm land?,For what purpose are you using digital tools here at the farm land?,Where do you procure inputs required for the farm land?,What other sources are used to get needed inputs?,What are different chemical inputs used in the farm land?,What other chemical inputs are used in the farm land?,What is the type of covering material used in the farm land?,What other type of covering material are used in the farm land?,What is the water source used for irrigation mechanism?,What other source of water do you depend upon for irrigation?,What is the type of irrigation mechanism used in the farm land?,What are other mechanism used for irrigation?,How does the farm land advertise about the services available?,What is the average operational cost per month to run the farm land?(Excluding Salary of the Employees),How much amount of products are produced in the farm land in a year?(In K.G),What is the type of agriculture products produced in the farm land?,What is the average cost per K.G of the products produced from the farm land?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers purchase the products produced in the farm land?,How does the customers transport the goods produced from the farm land?
7220,2019-06-08 08:49:25,Agriculture,Farm land,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.50992,93.84097,Approved,https://smartvillage.imagetrekk.com/storage/images/SXhZt2ZVPNWjyN7M23duBm0vrZoaRIXSg9kAfpym.jpeg?asset_id=7220,takhe taki kiwi farm 2,1,Kacha Road with Block Point,9,3G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",5,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Sprinklers,,"[""Others""]",1500,5000,kiwi,101-200,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers"",""Research Organizations"",""Govt. Agencies"",""NGO""]","[""Head Load"",""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker""]"
7221,2019-06-08 08:50:01,Agriculture,Farm land,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.51039,93.84002,Approved,https://smartvillage.imagetrekk.com/storage/images/sdFmMnu34qhYL9NUp5hHFqywAdHuu42kwEKsEDXE.jpeg?asset_id=7221,takhe boyung kiwi farm,1,Kacha Road with Block Point,10,3G Unreliable,"[""Others""]","[""Others""]","[""Others""]","[""Others""]","[""Others""]","[""Others""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",5,River or Canal,,Burnt within the premises,,No,,Yes,2,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Sprinklers,,"[""Others""]",1500,1000,kiwi,101-200,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers"",""Research Organizations"",""Govt. Agencies"",""NGO""]","[""Head Load"",""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker""]"
7280,2019-06-09 18:11:20,Agriculture,Farm land,padi tara,Private,In Use,Lower Subansiri,Ziro,Kalong,27.59356,93.8424,Approved,https://smartvillage.imagetrekk.com/storage/images/cTrJiDw2sBYCQ2GuhH6scAiZDbeO3zjxbE9bYMU0.jpeg?asset_id=7280,private paddy feild of local Apatani Rice a kalong village,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Ground Water,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,Lath/Bamboo,,Ground Water,,Others,its not to be used mechanism.,"[""Village Meeting ""]",300,20,local Rices,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]"
1009,2019-02-14 12:22:08,Agriculture,Farm land,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14564,95.73727,Approved,https://smartvillage.imagetrekk.com/storage/images/CrFRKOwFYj3ICjZhJfVm4ZHxQLSo1efRs3yFdtln.jpeg?asset_id=1009,Village name is Old Changlang,1,Footway,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Others,rain water,None,,No,,No,,None,,,,,,,Others,nil,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Others,nil,"[""Others""]",2000,10000,palm leave,1-100,None,None,None,None,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
1011,2019-02-14 12:22:28,Agriculture,Farm land,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14564,95.73828,Pending,https://smartvillage.imagetrekk.com/storage/images/LCDufA5cVxLs5DjjUxBjx2PMn3LEwIPb4RKOxMdT.jpeg?asset_id=1011,Village name is Old Changlang,1,Pakka Road,3,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Others,rain water,None,,No,,No,,None,,,,,,,Others,nil,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Others,nil,"[""Others""]",2000,10000,nil,1-100,None,None,None,None,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
1021,2019-02-15 04:50:22,Agriculture,Farm land,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.97114,95.5057,Approved,https://smartvillage.imagetrekk.com/storage/images/TZLJb73UXVbs1GdY2D0iAZjDUPtU9rEoaaA2wY9K.jpeg?asset_id=1021,fern leaf garden,1,Pakka Road,0,4G+ Reliable,"[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Ground Water,,Discarded in Open Field,,No,,No,,None,,,,,,,Others,locally managed,"[""None""]",No,,No,,None,,None,,None,,Ground Water,,Others,natural ground watèr,"[""Village Meeting ""]",10000,25000,fern leaf plantations garden,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load"",""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker"",""Mini Luggage Transport Vehicle""]"
1065,2019-02-15 08:34:10,Agriculture,Farm land,hibu yagam,Private,In Use,Papumpare,Doimukh,Chiputa,27.17708,93.78492,Approved,https://smartvillage.imagetrekk.com/storage/images/aKilvTaQiuiPJH5C7u5m0umKrUOpOYJRJyVRwKex.jpeg?asset_id=1065,production,6,Kacha Road,2.5,3G Reliable,"[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Spring Water,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,Rainfed,,Others,cutting,"[""Others""]",15000,20000,bamboo banana,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Huge Luggage Transport Vehicle""]"
1072,2019-02-15 10:14:18,Agriculture,Farm land,shri joram nera,Private,In Use,Lower Subansiri,Yachuli,Jara,27.52806,93.77847,Approved,https://smartvillage.imagetrekk.com/storage/images/aS7B95NXBGncO1e0uWkdXAaQUcrvYvQyEvSIBif6.jpeg?asset_id=1072,"Bamboo garden, per piece rate is 10 to 50 rupees.",4,Pakka Road,0,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,River or Canal,,Burnt within the premises,,No,,No,,None,,,,,,,Others,None,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,River/Stream,,Others,None,"[""Others"",""Village Meeting ""]",0,5000,Bamboo,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Mini Luggage Transport Vehicle"",""Huge Luggage Transport Vehicle""]"
1074,2019-02-15 10:15:35,Agriculture,Farm land,shri joram nera,Private,In Use,Lower Subansiri,Yachuli,Jara,27.52892,93.77355,Approved,https://smartvillage.imagetrekk.com/storage/images/8hcmWQe8Pw7q9GjnGq1JfHZgPALgKjrmQTvgmtfa.jpeg?asset_id=1074,Bamboo per rate is actual 10 to 20 rupees,4,Pakka Road,0.3,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Others,None,Burnt within the premises,,No,,No,,None,,,,,,,Others,None,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,Rainfed,,Others,none,"[""Others""]",0,16000,Bamboo,1-100,None,None,None,None,"[""Others"",""Farmers""]","[""Mini Luggage Transport Vehicle"",""Huge Luggage Transport Vehicle""]"
1075,2019-02-15 10:16:20,Agriculture,Farm land,shri joram nera,Private,In Use,Lower Subansiri,Yachuli,Jara,27.52828,93.77871,Approved,https://smartvillage.imagetrekk.com/storage/images/trjAQVUUM6UPq18E2rg5RLTdv9cBXdbVrayHQxpk.jpeg?asset_id=1075,Large Cardamom current per kg rate is 350 to 420 rupees.,4,Pakka Road,0.2,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,River or Canal,,Burnt within the premises,,No,,No,,None,,,,,,,Others,None,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,River/Stream,,Others,None,"[""Others"",""Village Meeting ""]",0,30000,Large Cardamon,>300,None,None,None,None,"[""Others"",""Farmers""]","[""Huge Luggage Transport Vehicle"",""Mini Luggage Transport Vehicle""]"
1083,2019-02-15 12:23:49,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13411,95.74397,Approved,https://smartvillage.imagetrekk.com/storage/images/UxladQykui6TfFzdCagCMVVNARLaRk6Mhd5PrMhc.jpeg?asset_id=1083,Village name is New Changlang,5,Kacha Road,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,Lath/Bamboo,,Others,tap water,Sprinklers,,"[""Others""]",1000,20,Green Vegetables,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Head Load"",""2 Wheeler""]"
1085,2019-02-15 12:24:04,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13409,95.74459,Approved,https://smartvillage.imagetrekk.com/storage/images/wd9s5fU5rG1qiBAcNQHqfE1ncTDladEIVXj945eS.jpeg?asset_id=1085,Village name is New Changlang,4,Pakka Road with Block Point,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,through water piped,"[""Others""]",0,15,lichi trees,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Head Load"",""2 Wheeler""]"
1086,2019-02-15 12:24:14,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13558,95.74522,Pending,https://smartvillage.imagetrekk.com/storage/images/fAs2VClaczxAnqQ8jImbRD9KmREWUc9leDU4w711.jpeg?asset_id=1086,Village name is New Changlang,6,Kacha Road,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",3,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Supplier in other states,,Fertilizer,,Lath/Bamboo,,Rainfed,,Sprinklers,,"[""Others""]",30000,700,Tea leaf,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Head Load"",""Mini Luggage Transport Vehicle""]"
1087,2019-02-15 12:24:21,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13545,95.74461,Approved,https://smartvillage.imagetrekk.com/storage/images/4m3Y4pkmodFQpqaDxbUcbbLRZGNtOrSzf2fbsiTd.jpeg?asset_id=1087,Village name is New Changlang,5,Pakka Road with Block Point,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",2,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,None,,Lath/Bamboo,,Rainfed,,Others,through a piped network,"[""Others""]",0,10,Arecanut,1-100,Others,Others,Others,Others,"[""Others""]","[""Head Load"",""2 Wheeler""]"
1093,2019-02-15 13:38:43,Agriculture,Farm land,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.9741,95.50438,Approved,https://smartvillage.imagetrekk.com/storage/images/kK2WBcB6BH5Gm6Bi0TftJckyScGIKjdVfNWznnam.jpeg?asset_id=1093,cardamon plantation,1,Pakka Road,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Ground Water,,Burnt within the premises,,Yes,6,No,,None,,,,,,,Others,register,"[""None""]",No,,No,,None,,Fertilizer,,None,,River/Stream,,Sprinklers,,"[""Village Meeting ""]",0,10,cardamon,201-300,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Tempo\/Auto""]"
1094,2019-02-15 13:38:56,Agriculture,Farm land,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.97735,95.50307,Approved,https://smartvillage.imagetrekk.com/storage/images/NF2Q8yqyzX8VJXyKlpbxkUkkv53l3VShOBVnIFbB.jpeg?asset_id=1094,tea garden 1,1,Pakka Road,0,4G+ Reliable,"[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",5,Ground Water,,Burnt within the premises,,No,,No,,None,,,,,,,Others,register,"[""None""]",No,,No,,None,,Others,weediside,None,,Ground Water,,Others,natural ground water,"[""Village Meeting ""]",25000,25000,tea leaf,>300,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Tempo\/Auto"",""Sumo\/Tracker"",""Mini Luggage Transport Vehicle""]"
1100,2019-02-15 14:03:30,Agriculture,Farm land,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14413,95.73772,Pending,https://smartvillage.imagetrekk.com/storage/images/Z565RKqomnCfGhZZgtc9g1Pf8ekzUZwTBsqoUond.jpeg?asset_id=1100,Village name is Old Changlang,1,Pakka Road with Block Point,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",0,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Others,nil,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Others,nil,"[""Others""]",1000,20,vegetables,1-100,None,None,None,None,"[""Others""]","[""2 Wheeler""]"
1116,2019-02-15 14:03:36,Agriculture,Farm land,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14314,95.73781,Approved,https://smartvillage.imagetrekk.com/storage/images/iWySmY4gBkUhi3eOT0rf8luSCshAJF8fHWAH7yjW.jpeg?asset_id=1116,Village name is Old Changlang,1,Footway,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0,Others,rain water,Discarded in Open Field,,No,,No,,None,,,,,,,Others,nil,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Others,nil,"[""Others""]",2000,10000,palm leaf & bamboo,101-200,None,None,None,None,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
1117,2019-02-15 14:03:36,Agriculture,Farm land,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14347,95.73764,Approved,https://smartvillage.imagetrekk.com/storage/images/mY5EI7OvMdhLD3regz36KxxaXqwcPJ2vv0OfNNQg.jpeg?asset_id=1117,Village name is Old Changlang,1,Footway,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Others,rain water,Discarded in Open Field,,No,,No,,None,,,,,,,Others,nil,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Others,nil,"[""Others""]",2000,10000,palm leaf & bamboo,101-200,None,None,None,None,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
1212,2019-02-16 09:04:33,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13326,95.74352,Approved,https://smartvillage.imagetrekk.com/storage/images/kiazYVoCMNjtmaYOpUpwBBWDCcYJw0OdwHGcWffx.jpeg?asset_id=1212,Village name is New Changlang,2,Kacha Road,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,None,,Lath/Bamboo,,Rainfed,,Sprinklers,,"[""Others""]",1000,50,lichi plantation,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Head Load"",""Mini Luggage Transport Vehicle"",""Sumo\/Tracker""]"
1217,2019-02-16 11:03:00,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13345,95.74386,Rejected,https://smartvillage.imagetrekk.com/storage/images/0tYEopKTQ54fIaLJdkS0eUyS6yiGD7cBs3s580UF.jpeg?asset_id=1217,Village name is New Changlang,2,Kacha Road,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,None,,Lath/Bamboo,,Others,tap water,Sprinklers,,"[""Others""]",0,20,Green vegetables,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Head Load"",""2 Wheeler"",""Mini Luggage Transport Vehicle""]"
1248,2019-02-17 06:10:04,Agriculture,Farm land,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14477,95.73881,Pending,https://smartvillage.imagetrekk.com/storage/images/27x5V0dxtH1YjzcRdln3p0iuxPYvgpBnWDGVcysP.jpeg?asset_id=1248,Village name is Old Changlang(Farm Land),1,Pakka Road with Block Point,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Spring Water,,Discarded in Open Field,,No,,No,,None,,,,,,,Others,nil,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Others,nil,"[""Others""]",2000,10000,palm leaf & bamboo,101-200,None,None,None,None,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
1272,2019-02-18 14:17:55,Agriculture,Farm land,nemcha nyoungja,Private,In Use,Changlang,Changlang,Changlang (CT),27.14479,95.73829,Approved,https://smartvillage.imagetrekk.com/storage/images/POua4Fcb78vzPVUwxgOWzoIQSPbhQqXk6rgl0UkU.jpeg?asset_id=1272,Village name is Old Changlang (Farm Land 2),1,Footway,2,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,River or Canal,,Burnt within the premises,,No,,No,,None,,,,,,,Others,nil,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Others,nil,"[""Others""]",2000,10000,Bamboo,1-100,None,None,None,None,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
1281,2019-02-19 08:09:29,Agriculture,Farm land,pema ledan thungon,Community,In Use,West Kameng,Singchung,Singchung,27.19662,92.47471,Approved,https://smartvillage.imagetrekk.com/storage/images/Qo43awEcuuiYkmGcFiWps6skOdNS5Yn2QDwyW4U5.jpeg?asset_id=1281,seasonal farm use in a summer only,1,Footway,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Others,nearby stream,Burnt within the premises,,Yes,4,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Government Agency,,Fertilizer,,None,,River/Stream,,Others,no irrigation method use,"[""Others""]",500,2000,maize potato,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Mini Luggage Transport Vehicle""]"
